title,PC1,PC2,PC3,PC4,PC5,PC6,PC7
Driven (2001),-0.30473200235126124,1.8272368786872248,-0.47344169780091366,-0.9954234122069551,1.6164228114413584,-0.595588733294199,0.05071389282367852
Planet of the Apes (2001),2.6567427547773446,0.8208206750709522,-0.3981130265104758,-1.27068685165814,1.0824548393539069,-0.5985712078293722,-0.26519823034675044
Treasure Planet (2002),0.44671816851995644,0.5653568428527543,0.5071995630689601,-1.4009656042541807,-0.6797464990245926,-0.9666855734761951,-0.5104731872898443
Intolerable Cruelty (2003),0.24177284267603813,0.3252102511345574,-0.07882538263806829,-1.3376095644958221,-0.022243434237332726,-0.9391727264209097,-0.3126029122304269
Training Day (2001),1.7840926659851413,1.8837595912195264,2.1770384072675255,-0.8411992354054947,-0.2941031501408038,-0.7433225288519604,0.4844273225758745
Town & Country (2001),-1.3312064160061923,2.186229308164334,-0.521208346688748,-1.1064337259064982,1.3558112044851889,0.7467656864572746,0.19895570436280968
Spider-Man (2002),7.31270710335177,-0.1510340770950803,0.41415326754777093,-1.7382434943739913,-0.11143722815152363,1.0125082621678785,0.9872741268388707
Lara Croft: Tomb Raider (2001),1.8818409960379763,1.0240168052937608,-0.5665258121491732,-1.4660872329721093,0.3727084321903334,-0.7927616160025456,-0.10850781397626363
Clockstoppers (2002),-0.27826847319233156,3.3961186000845847,-0.4176370432940741,-0.5330398449518609,0.6860168180971842,-0.008693254227971346,-0.25967378168250904
Behind Enemy Lines (2001),0.551016571776331,1.8540027291658785,0.40929072526936844,-0.9799320526123835,0.2420634179423312,-0.8124985864616733,-0.4274812085251974
Cold Mountain (2003),1.5270967496897294,0.770005096241699,1.7194311514687002,-0.34819500154652006,1.168111910429364,-0.8297123835274964,-0.7863711267232912
What's the Worst That Could Happen? (2001),-0.2863179288413472,2.9343820547333284,-0.2584701674857479,-0.8124082169727366,0.5061226767358287,-0.22815975747501416,-0.3611670869945267
Nowhere in Africa (2001),-0.7389710518663531,-0.3137136159959887,1.9347544741812015,-1.1636386890389474,0.6409099221127263,-0.18991520252688063,-0.9911252221841675
Ghost World (2001),-0.6666059898494263,2.0456550508906335,1.6469594423849452,-0.8830877330771791,-0.11068536411726763,1.002561663264524,-0.3553237922417166
Jurassic Park III (2001),2.807924320480084,1.0075749782887873,-0.7629980167657268,-1.650884046864545,0.03646591963718774,-0.5535647925210676,0.19359510915847597
Dark Water (2002),-1.7111897234923,-0.715403521546755,-0.8055011061058238,-2.090337407060095,0.421014725360457,-0.14668203575119435,0.0963268377281671
The Sum of All Fears (2002),1.5183023345120834,1.4036035478994484,0.532257110271475,-0.7261111054085593,0.7301491356843062,-0.8393133253201633,-0.6673253738096535
Along Came a Spider (2001),0.7344839565720261,2.1260225347381034,0.3134467447499868,-0.8921030457000584,0.21322890620644627,-0.8371667442682865,-0.5494972387844231
Vidocq (2001),-1.6697144640513948,-0.8294944255886589,0.2867702772237656,-2.128749037537969,-0.12626674046268044,0.28150840832368956,-0.21229835880488046
Sinbad: Legend of the Seven Seas (2003),-0.1625644099552239,0.6293350199812213,-0.04259979957887545,-1.3796020131890565,-0.6619187509532495,-0.7505770201628846,-0.4856669256378288
Bones (2001),-1.253240493153369,3.1677883251805015,-0.569799178919865,-0.8704294126282194,1.1796865140839414,1.0913654638690362,0.1707235206611782
Monkeybone (2001),-1.385063926909434,2.501870276444783,-0.48721009665654563,-1.143116505033887,0.8586444048671499,1.0615264818429384,0.18993124085784108
Spirit: Stallion of the Cimarron (2002),0.7433428075051873,1.7216905213541478,0.2159741201698712,-1.1124654894095152,-0.9412807841462608,-0.8372793350699849,-0.7969541312794307
Mulholland Drive (2001),0.20229567254707184,0.20367130695409422,2.931045514016436,-1.1155501810526356,0.35019284983371063,-0.016512705963710742,0.45657765367819597
Hellboy (2004),1.0789844637758066,1.3245463163043278,1.3261090448983295,-0.6301816589836133,0.1832715051819059,-0.5984938338341771,0.4405013973398173
Hellboy (2019),0.15550065535600854,-0.07637590137002803,1.0117696795238065,0.9727433857382052,-0.36079553232883455,0.03575394242644151,1.0896355086363552
The Lord of the Rings: The Return of the King (2003),11.46848658475016,-2.5533755976988264,3.9926211071203865,-1.8598988117611719,0.7781054233613889,1.7028665284082949,4.188089259374272
The Lord of the Rings: The Two Towers (2002),9.825679729415029,-1.7646737064325106,3.6306442909434904,-1.9315828381215352,0.28013638175217626,1.132738001168188,3.8977493286507765
Thunderbirds (2004),-1.3566642750065674,0.5073840432572592,-1.2458542853137522,-1.4026591145836773,0.9663319710839294,-0.1569112029606834,0.45827085482470226
Antwone Fisher (2002),-0.2128973164964951,2.7113842472329113,1.6391922289057288,-0.26718690208727663,0.24155852501318298,0.488240257507266,-0.9058466575182282
Bad Boys II (2003),2.3940213031997177,0.5575414076791145,1.0192636680021527,-0.6364985406138326,1.2546091219559905,-0.8625081862805314,-0.2776423766235718
Final Fantasy: The Spirits Within (2001),0.11899042278838298,0.7598020637343609,0.28580771364064833,-1.3642157714517034,0.1849661209788892,-0.9772324635825987,-0.44466001991483745
The Proposal (2009),1.6429291126411054,0.9787422873346089,-1.7324663668417457,-0.37191871627022777,0.30884875875666107,-0.4806659963471269,-0.6809821191208413
15 Minutes (2001),-0.20501722924271953,0.9400287855699139,0.5127772291168702,-1.129793251581298,0.8175217656869763,-0.6831143641869103,-0.42517833250787845
Hardball (2001),0.11221647461838873,3.0203049674183364,0.6056835889119588,-0.5289578154523347,0.3627014157687753,-0.2810471842577077,-0.7125747618027762
Minority Report (2002),3.4521428766287254,-0.2859848269977891,1.820010434310868,-1.215629277514754,0.4502450991389067,-0.6824595138495284,0.48683453561853113
Osmosis Jones (2001),-0.6006541509726613,3.365504728907457,0.5615780635512975,-0.6350931231629231,0.10788552979458527,0.7619263495159493,-0.4650392331093111
Terminator 3: Rise of the Machines (2003),3.222251776499534,-0.06361061391228405,-0.300578666092994,-1.5087660593979708,0.21481952236538265,-0.5219593364531749,0.2321645018474081
Phone Booth (2003),0.6484974768019037,1.2046877579574955,0.42168182709906993,-1.339410580420105,-1.149889085930248,-0.6831372708857608,0.23195920725356303
A Knight's Tale (2001),0.9889048078940381,0.835905623815882,1.354835088161242,-0.9760104286898946,0.5953844861154202,-1.0035024012235754,-0.36046583820163475
O (2001),-0.6145542838691548,2.8349112803565126,0.2928932276542439,-0.8199479920363557,0.18952021412299622,0.36111314435608516,-0.45519678087749055
Sugar & Spice (2001),-0.8642526412441481,2.8255399532556384,-0.28154682616194376,-1.0636295569748082,-0.015692139875888942,0.45015452401092276,-0.25545660043046026
Blade II (2002),1.287623037382692,1.12583852228225,0.7544194121077499,-0.9852121234001597,0.28612472476119,-0.8897624283202287,-0.1346156178581077
Birthday Girl (2002),-1.3759294422703539,0.7331108562175036,0.030120974628182046,-1.5282317378749843,0.007277292556485352,0.5747463135774842,-0.0917630652528327
Just Visiting (2001),-1.307834680926113,0.7698472696765144,-0.31476240041785186,-1.7305889646750137,0.04888377591955557,0.1582423063691879,-0.05391344789874208
The Fighting Temptations (2003),-0.29730618996083513,2.7844076134205884,0.4651245230481732,-0.1721067325248374,1.2999479520305939,0.13575756059343208,-0.4417085526589166
Get Over It (2001),-0.9229593058191766,1.9375424649942679,-0.2587526506317037,-1.2987442342260067,0.10126277172772279,0.13686670226835346,-0.19908780344689495
Head Over Heels (2001),-1.0259675968181132,2.840753988349365,-0.3091203043869793,-1.031471575173594,0.3176052960158459,0.7069287101289277,-0.12364399478692423
Head Over Heels (2010),-2.1458174453372214,-0.9750482181551622,-0.8320459909591288,-1.165976014931256,-0.17003497087968436,0.9772529312385894,0.45676247532329584
The Order (2002),-1.516410558461162,2.3252027139032583,-0.7642316263430547,-1.1407613351572206,0.8162291743987761,1.1622376216846415,0.28680222379162595
Orphan (2009),-0.02043003347507999,1.0893211456965315,0.3429225883753064,-0.09296166902976764,-0.5870891225722822,-0.43886537328279196,-0.8156633501558194
Zoolander (2001),0.5738816408382097,2.4236623117808462,0.552535549671655,-1.12729257405828,-0.4066180921621954,-0.4432716366743139,0.41984819247085287
"Monsters, Inc. (2001)",5.481650174375844,0.44354289335502045,1.147742123882589,-2.0680555494254973,-1.5933052432291643,0.0371388539925815,1.7928730306491147
In the Cut (2003),-1.1778720844787458,0.03651017107916703,0.05536595756277742,-1.292445827991428,1.0764000876329332,-0.07494797431089271,0.04535863934281932
Riding in Cars with Boys (2001),0.02103159896420271,2.495895251950555,1.2715592000731595,-0.351987208916662,1.0846536179648794,-0.1830017180409576,-0.778868918318659
The Bank Job (2008),0.15001886314986884,0.7154713658686656,1.0155759095970998,-0.3285885399787794,-0.39279884614332106,-0.301240305461672,-0.047110474393643985
Rock Star (2001),-0.4407673840732356,2.9141252514679614,0.6964717964346712,-0.6433639757155384,0.37872010047004656,0.37433536159868663,-0.4822339165782712
Moulin Rouge! (2001),1.5187286840032859,0.021100859092672203,1.5079499444534226,-1.3333789781356347,0.016184868374766844,-1.1255470544972048,-0.2773924556263285
One Night at McCool's (2001),-1.1376194007306053,1.3617240712336114,0.24059683276999408,-1.4135844152133625,-0.040061435381014136,0.48661000439427027,-0.24650611734969152
Exorcist: The Beginning (2004),-0.11657998916070557,1.3791841798188385,-0.3974909757039565,-0.7013051433085381,1.1627486426059825,-0.6252562169374307,-0.09625879846611174
Save the Last Dance (2001),0.8814800098627976,1.9961542134885937,0.23985786038601067,-0.8242510841805989,0.602541705441679,-0.8100510604032205,-0.6767787627336508
Joy Ride (2001),-0.26931208648046484,1.8015098471941389,0.5102843634707593,-1.1261908186478975,-0.149005584789191,-0.31607825621183294,-0.42580322586472186
Joy Ride (2023),-0.6339116268631183,1.8016108974302467,0.09232609108272397,2.003681248112574,-0.7819947766897271,0.7436310723465586,0.20406693446399532
Children of Men (2006),1.0459867465358728,0.869117960162488,1.9572572202657803,-0.736171637742131,-1.0127478567407562,-0.3386367026644692,1.0502846263746988
The Son's Room (2001),-1.4974543024941565,-0.5728369878135846,0.9367582011388034,-1.933896997707944,-0.572616137527633,0.4510082877866272,-0.5754360289839404
The Mummy Returns (2001),3.458040909283086,0.39792721602204445,0.2402070668512265,-1.2891091604166878,0.9359361391805942,-0.403876443651764,-0.21149773963437846
The Wedding Planner (2001),0.3641609238373185,1.9792580407873326,-0.34480946627253595,-1.052329394694492,0.7463954990884696,-0.8469684204379956,-0.1628096347517512
The Forest (2016),-0.8116303605052673,1.5097188541325746,-0.392062074998935,0.9547428064723541,0.2837854331631606,0.5903757021610024,0.05363722013316796
Jason X (2001),-0.9064917190888603,2.8016143079899614,-0.7409819104459796,-1.0565697988381748,0.9805930392721314,0.38602143433440694,0.35552718027542013
Knockaround Guys (2002),-0.9396753548487317,3.150828363204767,0.3627948038868875,-0.6520168111730617,0.10273247308654802,1.2108134052577033,-0.33577355909567197
Amélie (2001),2.2039708719261744,-0.8408975835599994,2.531561245323734,-1.9680141237005995,-0.899369987239179,-1.0789731633766357,1.5756847315335853
Awake (2007),-0.82215758643734,1.0249463478141143,0.01069530041495731,-0.7837442239519171,-0.7204554816406927,0.27940353502333615,-0.02681615618493871
2046 (2004),-1.180593402472138,-1.084666790883683,1.566035419342931,-1.2417152149387232,0.1770687722582201,0.25558925437862534,-0.5082371645777084
A.I. Artificial Intelligence (2001),2.008556707027418,-0.14818589576040225,1.5584952067059594,-1.170694060478091,0.8471797867645089,-1.0544400619240333,-0.22364849717683027
Hannibal (2001),2.8626691592688283,0.47606389377660485,0.6626042788894352,-1.1775820639038708,0.7288271360600264,-0.62736109313383,-0.41237449111012386
Pearl Harbor (2001),3.7431712515626585,-0.20876988909257024,1.2562652416820512,-0.7754695271890073,2.6766033460173486,-0.45765353902672773,-0.31490587854476115
Would I Lie to You? 2 (2003),-1.6311303103649883,-0.9542907086030541,0.26620745184293115,-1.765319038278237,0.10997776494751221,0.20123816057881178,-0.2402646450514042
Enemy at the Gates (2001),1.0651848579858085,1.0157410305895251,1.847211646637258,-0.9321852903666623,0.23227022811492143,-0.8892593521599196,-0.1957099937021138
Gangs of New York (2002),2.2245889401291365,-0.057058383995455556,2.560867144361831,-0.7738378866249411,1.1806619437752492,-1.0050331821784428,0.3546036094197432
Antitrust (2001),-0.7857185703137631,1.8662629565481452,0.5262414741794597,-1.0044277355450009,0.5213883219745686,0.3037468150788898,-0.36279862559370674
Original Sin (2001),-0.45740102598257115,1.1530887064116955,0.4830342609989504,-1.1420290771244004,0.752596122271439,-0.41658942491190204,-0.2740061477918808
Bandits (2001),0.24391801601869978,1.6065476177315992,0.8866064993392668,-0.8083386809701638,0.7201761341920199,-0.6590514091108626,-0.6062468402787929
Duplicity (2009),-0.33686923321212253,1.3093949072649782,-1.01786269915472,-0.3063696235013725,0.17452198795889506,-0.5059723195437018,-0.12020630703230736
Halloween: Resurrection (2002),-0.5999947053019689,2.968163078710946,-1.3388108486428287,-0.894037698312086,1.249356874178536,-0.0955368986723301,0.44413461100642204
Sleepless (2017),-0.8568062475077186,1.1360554178313076,0.2791224900239201,1.1675388714786228,0.2581916604627625,0.8177783824251337,-0.08893635524869903
Blow (2001),1.0007603268716045,1.5392657339940217,1.7814799103626344,-0.8454604874011324,0.045626524882584146,-0.7260518628148234,-0.18202755051947933
The Glass House (2001),-0.5160249941785113,2.5051057223450703,0.30876371271125586,-0.8129665120326115,0.6666830599181215,0.11631091092341726,-0.30584203390305875
Angel Eyes (2001),-0.3940896964134216,2.7394977142682126,0.1066975008495388,-0.770552956445084,0.6235210161714664,-0.047898221383182255,-0.3718628627341437
Made (2001),-1.0160475078883877,3.3612294783397854,0.6576654784917934,-0.6678038612487345,0.13293670938676883,1.4568964138050566,-0.4490838132173659
The Score (2001),0.9324425672785621,1.5565884593279753,1.0176061542167478,-0.802413517766162,0.5511727111562139,-0.8889811736145031,-0.5902094476657459
Spy Kids (2001),1.0648528894229885,2.5663384517092447,-0.6258410206056334,-1.0471344326472038,0.19705668494096318,-0.7981416897176473,-0.18546555421599026
Formula 51 (2001),-1.1682570673968156,1.0938133028581976,0.31439254158876695,-1.518962616638246,-0.12926218459239708,0.49624130059340626,-0.16913053397641592
Ghosts of Mars (2001),-1.0918527589292832,2.0859068101835603,-0.3796928096797964,-1.2104432001221979,0.8937662631000578,0.5166587303102496,0.26558540660649815
Kiss Kiss Bang Bang (2005),-1.5730669574472347,0.3145797259107553,0.2435620138878114,-1.1249076447866624,0.049641431267045406,0.9372285108633249,-0.14686524753972613
Atlantis: The Lost Empire (2001),1.1924309225415128,0.9709296889871026,0.1399726392328487,-1.4049817107311071,-0.41286149842381603,-0.9996987887248294,-0.6523302274092688
The Others (2001),2.034976047590217,0.7874046403349017,1.096166234815005,-1.4426717569095757,-0.7032492964160678,-0.9373841885711547,0.10035335290881789
Sweet November (2001),0.023669065801376905,0.6670444631833042,0.8738172218545077,-1.2082143451290206,0.3993699139386635,-0.7890545869230446,-0.48062619024721337
Crocodile Dundee in Los Angeles (2001),-0.5319864130085715,2.2277603021879067,-0.7565470402906809,-1.1271249327568844,0.8795687420206301,-0.41895792833864426,-0.0016880750830040906
Down to Earth (2001),0.19372149525820254,3.2517447879162624,-0.5927504292242066,-0.7862166257513957,0.36729201272739354,-0.4967043715056209,-0.3994227664632566
The Fast and the Furious (2001),2.303133026227165,1.9024315672780137,0.7689757617640068,-1.1074916210666679,-0.13660499522668218,-0.7240161467671125,0.4579037189272529
3000 Miles to Graceland (2001),-0.45413927323560255,2.605439318327774,0.9536569007331035,-0.5066184715426653,1.152427382109687,0.3806018045378682,-0.3925525343778751
Collateral Damage (2002),0.04134689598717971,1.3693651510844855,-0.1958577936384959,-1.055054152130668,0.7759688809649717,-0.8097183917117899,-0.1340177505060146
The Matrix Reloaded (2003),5.978865139947243,-0.7755011127601227,0.4466979427346918,-1.4096349941381774,0.6088150276629435,0.48093906876950276,0.0765729773873485
Monte Carlo (2011),-0.789781277742456,1.452282021627262,-0.23517740022527941,0.010908183838289589,-0.6608811833466252,0.3762148762934378,-0.30097968383643625
Summer Catch (2001),-0.5464526015097355,3.5450841610425283,-0.08935178870460865,-0.5157662087220111,1.097037434500202,0.3865331067453247,-0.20744886398812634
Josie and the Pussycats (2001),-0.6715661055454987,3.370359030482992,0.20876573289432102,-0.632820051190615,0.5526112392554922,0.6604689093114027,-0.3182791765486555
The Mexican (2001),0.8627219917871066,0.8607048411835746,0.34245362059989665,-1.1141117094483624,0.9050102407769016,-1.0734347067816445,-0.4402779404919893
The Tailor of Panama (2001),-0.6492567325501561,1.3099535259956772,0.40701017589366034,-1.1693417888483317,0.5070396201655782,-0.20110332514283885,-0.38008039330827176
Brotherhood of the Wolf (2001),-0.17283774177952865,-0.7527827081654279,1.4437710937059545,-1.3525179869206654,0.8924663802495392,-0.9570270805603798,-0.728696256796265
The Pledge (2001),-0.2078993061478746,1.8394147671007386,1.2483845820384474,-0.7262704487159112,0.6466899028149937,-0.11811350517879428,-0.5606900361957279
Captain Corelli's Mandolin (2001),-0.1664238311284891,0.7645606249422604,0.5751987996674685,-1.041619977509504,1.275904187773665,-0.7759249531826666,-0.46265951629394897
Tangled (2010),3.1595960008742563,-0.314240113809822,-2.548290344817671,-0.7243779067917374,0.1107316222765391,0.01108325946250352,-1.2909117497944478
Queen of the Damned (2002),-0.3397284576973841,2.1353858316218117,-0.2817470613497224,-0.9120397600081145,0.7285297195931785,-0.28697148142169077,-0.04173202640488177
Double Take (2001),-0.35258301219147314,3.4332154317498342,-0.3880609623621877,-0.7253938949927903,0.41666364144540097,-0.04321084262468096,-0.3538890123210448
The Cave (2005),-0.8430910959139657,1.0864266766131911,0.20558178155636983,-0.8868864915837477,-0.5333700235834135,0.1391998618242311,-0.5294298419119295
Cats & Dogs (2001),0.8846678868122915,1.2761125639817386,-1.26742850962046,-1.5170499375026394,0.3863006915621208,-0.9997305711524377,-0.3456947754254134
Saving Silverman (2001),-0.5288339067563887,2.5416287507406126,-0.01453004925969744,-1.0134714899675694,0.10816387782247443,0.020507805792965798,-0.2904460994389957
Say It Isn't So (2001),-1.4105974464291038,1.4017602550447228,-0.4954123886846124,-1.4778682131643712,0.7234203989275919,0.5424940620188318,0.14142910317560284
The Girl from Paris (2001),-1.6717120234948226,-0.8388204795536456,0.5129588944702096,-2.033060047988039,-0.06982236211014607,0.350161575397609,-0.38478677816174545
Dr. Dolittle 2 (2001),0.8423856739838448,2.132741681767337,-1.4692501139703396,-1.2478157355270965,0.7206437233843604,-0.8921253729612233,-0.21330606635287033
Kung Pow: Enter the Fist (2002),-0.6922869686938377,3.35925858734358,0.15596242091357176,-0.7120906080140867,-0.3065470745374843,0.841936952454387,-0.30768633562609865
The Four Feathers (2002),-0.37835672850620283,1.512171047895292,1.2112007780867138,-0.5926127584408164,0.9848737999807777,-0.038713140534522926,-0.596235577143661
Freddy Got Fingered (2001),-0.8169790325679492,3.7210382416611494,-0.6143606453589388,-0.773646401880361,0.7881373434417795,0.7286470242545693,0.19018341315846563
Ocean's Eleven (2001),4.121983686074878,0.04028643875481868,1.0836785870664485,-1.6677273801020245,-0.43531186023824114,-0.3790555826576447,0.47789102701925584
Serendipity (2001),0.40959747601025637,2.0024381757768195,0.37758110565278435,-1.1290159943799867,-0.48859906606132847,-0.7061729185290354,-0.4470880143169985
Vanity Fair (2004),-0.5408245067885451,2.2637160173865385,1.3466046058786638,0.04480847986666198,1.450897566247017,0.6844881201474724,-0.5033904316349304
Harry Potter and the Sorcerer's Stone (2001),7.924830881611424,-1.5954397169249332,0.8606176557521694,-1.8893701779217749,0.7719022483954524,1.1022903575714333,0.29115653531602337
The New Guy (2002),-0.3128944912439343,3.387823367416278,-0.09004869699696481,-0.5904237081283737,0.14071780060231598,0.17200854681060662,-0.3352166542016277
Exit Wounds (2001),0.1396864960808996,2.032613324540919,-0.2746919969407076,-1.017136721786962,0.6010695864753929,-0.7674211135921033,-0.4039502313328743
The Hole (2001),-1.725631233303127,-0.6072163625187185,0.3506056108995142,-2.0547726489343203,0.09019002691257859,0.6202587649808918,0.053804160810661486
The Matrix Revolutions (2003),3.531686038826805,-0.393901575486913,0.5993229003406397,-1.3891673806275968,0.5030798000986265,-0.5506496055515576,0.5785737844436902
Valentine (2001),-0.6527394980304098,1.8243309290130483,-0.6855082122385374,-1.2594445179941132,0.822417936323306,-0.41240489260521523,0.024069509742985405
The Man Who Wasn't There (2001),-0.5575538362395607,0.7119731730819291,1.615443192076853,-1.236679578536889,-0.1692794942816926,0.12235620713152767,-0.4688528255074227
Bridget Jones's Diary (2001),1.7964788766208766,-0.08596631473438544,-0.030866121535849552,-1.8383627958194517,-0.3819470916154631,-1.0069512273502597,-0.247334415930522
The Closet (2001),-0.7976532232509991,-0.2865905724787021,0.1392449062091617,-1.9889618193609586,-0.8637705870335032,-0.7310934214925118,-0.6949254504103046
The Closet (2020),-1.4961500916226746,-1.5273711122897988,-0.2941528153957464,0.2746738708151381,-1.5186500435696988,-0.143721845312841,0.013305960670045832
Stuart Little 2 (2002),0.48638748921194563,0.9765532202184948,-1.2675217671473047,-1.6010449700560065,-0.1582037937523952,-0.9968602154182137,-0.31510138856674963
40 Days and 40 Nights (2002),0.019398509580408927,0.9763572678846298,-0.5065636352338936,-1.3530764448712023,0.3266082074178866,-0.9164455495754282,-0.15092984219807434
American Outlaws (2001),-0.7158830236486702,3.44520706203867,0.2605815777509049,-0.6452926962871469,0.32542791700254137,0.7831696274352399,-0.40247479178448176
Swordfish (2001),0.9807933262826777,1.1237113288423426,0.18559234794333612,-1.3741344713909587,-0.10950225347229244,-0.9978327414673362,-0.18434024280020905
Someone Like You (2001),-0.2887954854284579,2.2984900038507887,0.15019018636056902,-0.9542035863467162,0.20459667058340844,-0.3174280533257853,-0.49981930348483256
The Forsaken (2001),-1.1720077924926118,2.9884557760496984,-0.2147076613760489,-0.9456657583553538,0.5203517068034108,1.052056098698282,-0.09431969742595751
Invincible (2006),0.2460807006322706,2.8739689710171077,1.0465212294773734,0.5232971791357031,1.0833554402992274,0.11018987348822444,-0.802772180980594
Moonlight (2016),-0.6697530552879256,0.5758346507620896,-0.7145711458119155,0.46704943036787194,-0.47753655118597715,-0.00856203815090785,-0.07008044406932379
Spirited Away (2001),2.8118315220513073,-1.8194676045130378,2.5678298655097382,-2.280026709042275,-1.0502974738802382,-1.100007849291159,1.5295401988114503
Windtalkers (2002),0.24256173061696196,1.1323233866981604,0.7789189588520586,-0.715974027682553,1.233069370249113,-0.7794803374967042,-0.4508075909365411
Y tu mamá también (2001),-0.3084667875253882,0.609782355146303,1.4441248352714617,-1.35653806948364,-0.583135841017458,-0.29917913779730093,-0.588778640410074
Thir13en Ghosts (2001),0.023534883671159475,1.980170448680837,-0.3811164067422717,-1.2234346953289437,0.24282592021014368,-0.6801278129695734,-0.08012609996434303
Joe Dirt (2001),-0.2429912743867438,3.048021315223393,0.11735843469938481,-0.8054532009281473,0.10611681278406085,-0.026570862993808543,-0.33016365379466234
Bulletproof Monk (2003),-0.5399174563663098,1.8537179510261896,-0.09048283002822284,-0.8212304074280407,0.6666613114402478,-0.05757492748722806,-0.07038436839739591
The Count of Monte Cristo (2002),0.7913046392320371,1.776104629501454,1.9336422574132295,-0.4261563018830185,0.2185842320766779,-0.5430861102588168,-0.7678108253988957
Kingdom Come (2001),-0.48370499556568225,3.571014235590717,-0.10814194704309452,-0.5953912828812976,0.5655615659574987,0.2939180362120316,-0.402152852075958
Die Another Day (2002),2.9977484922595274,-0.07562062321050814,-0.11821003181361645,-1.2162850610012876,1.2286119730981264,-0.5643394167666259,-0.5832922245766646
The Musketeer (2001),-0.4528310730392709,2.8952239695330073,-0.4535137219406127,-0.7552312104019404,1.2171697731263575,-0.1621278863297908,-0.11395318162787624
Focus (2015),0.4096282290560514,-0.12105395286818726,-0.28255441300559775,0.4176142185069789,-0.35576379393936103,-0.7129125384132666,-0.6708396541224108
Rollerball (2002),-1.0313462880977202,2.7013666236060687,-1.647770379416373,-0.9608326199743038,1.9525694140639314,0.13694962984595035,0.7190668151698673
Tomcats (2001),-0.8712560089061068,1.8941560645899673,-0.36252464424695685,-1.230400200435566,0.5764334413939715,0.003396034457456836,-0.09637238821615657
In the Bedroom (2001),0.29377086416567083,2.3350046522529824,1.7880996978334218,-0.33882545402963166,0.5197963003172119,-0.32274107164206234,-1.0871765675758536
Juwanna Mann (2002),-1.0802656319690882,3.621605477477846,-0.5591973113292381,-0.6074181363409097,0.9158734588861881,1.1601867043539122,0.07183218718726725
The Princess Diaries (2001),1.376385014011481,1.7480873680488098,0.4592184934286036,-0.9122905438068569,0.5138538002961216,-0.8423430644086601,-0.39837745587016965
Super Troopers (2002),-0.3227453871013146,2.497364478689477,1.066571537953027,-0.7087157743875365,-0.2779199156778142,0.4703366253803735,-0.3774847159488895
Kabhi Khushi Kabhie Gham... (2001),-0.7630809599507165,-0.9209430433513499,3.644921947132113,-0.477489259879669,2.82168161213702,0.5019472506709588,-0.8621476614916388
Manitou's Shoe (2001),-0.6776710752977175,-0.8689149290267643,-0.1425588247648504,-2.154084588630586,-0.618800705311029,-1.1083863377243297,-0.6381720432070366
